Accession  Genome                                                             Gene_ID_1           Gene_ID_2           Gene_tag_1         Gene_tag_2         Protein_ID_1    Protein_ID_2
NC_011658  Bacillus_cereus_AH187                                              BACE001c01a_010330  BACE001c01a_010880  BCAH187_A1078      BCAH187_A1134      YP_002337048.1  YP_002337104.1
NC_011658  Bacillus_cereus_AH187                                              BACE001c01a_010880  BACE001c01a_011220  BCAH187_A1134      BCAH187_A1168      YP_002337104.1  YP_002337138.1
NC_011658  Bacillus_cereus_AH187                                              BACE001c01a_011220  BACE001c01a_011310  BCAH187_A1168      BCAH187_A1177      YP_002337138.1  YP_002337147.1
NC_011658  Bacillus_cereus_AH187                                              BACE001c01a_011340  BACE001c01a_011470  BCAH187_A1180      glpP               YP_002337150.1  YP_002337163.1
NC_011658  Bacillus_cereus_AH187                                              BACE001c01a_011500  BACE001c01a_011610  glpD               prsA               YP_002337166.1  YP_002337177.1
NC_011658  Bacillus_cereus_AH187                                              BACE001c01a_011690  BACE001c01a_011800  ecsC               BCAH187_A1226      YP_002337185.1  YP_002337196.1
NC_011658  Bacillus_cereus_AH187                                              BACE001c01a_012040  BACE001c01a_012290  BCAH187_A1250      BCAH187_A1275      YP_002337220.1  YP_002337245.1
NC_011658  Bacillus_cereus_AH187                                              BACE001c01a_013750  BACE001c01a_013840  BCAH187_A1421      BCAH187_A1430      YP_002337391.1  YP_002337399.1
NC_011658  Bacillus_cereus_AH187                                              BACE001c01a_019180  BACE001c01a_019250  BCAH187_A1981      BCAH187_A1988      YP_002337935.1  YP_002337942.1
NC_011658  Bacillus_cereus_AH187                                              BACE001c01a_019410  BACE001c01a_019470  cdd1               topB2              YP_002337958.1  YP_002337964.1
NC_011658  Bacillus_cereus_AH187                                              BACE001c01a_019470  BACE001c01a_019630  topB2              BCAH187_A2027      YP_002337964.1  YP_002337980.1
NC_011658  Bacillus_cereus_AH187                                              BACE001c01a_020310  BACE001c01a_020320  nadE               BCAH187_A2096      YP_002338048.1  YP_002338049.1
NC_011658  Bacillus_cereus_AH187                                              BACE001c01a_021200  BACE001c01a_021310  BCAH187_A2184      BCAH187_A2195      YP_002338137.1  YP_002338148.1
NC_011658  Bacillus_cereus_AH187                                              BACE001c01a_022070  BACE001c01a_022430  bsaA               BCAH187_A2307      YP_002338224.1  YP_002338260.1
NC_011658  Bacillus_cereus_AH187                                              BACE001c01a_022450  BACE001c01a_022490  BCAH187_A2309      BCAH187_A2314      YP_002338262.1  YP_002338267.1
NC_011658  Bacillus_cereus_AH187                                              BACE001c01a_022590  BACE001c01a_022630  BCAH187_A2324      BCAH187_A2328      YP_002338277.1  YP_002338281.1
NC_011658  Bacillus_cereus_AH187                                              BACE001c01a_023540  BACE001c01a_023820  BCAH187_A2419      BCAH187_A2447      YP_002338372.1  YP_002338400.1
NC_011658  Bacillus_cereus_AH187                                              BACE001c01a_024730  BACE001c01a_024880  BCAH187_A2539      BCAH187_A2554      YP_002338491.1  YP_002338506.1
NC_011658  Bacillus_cereus_AH187                                              BACE001c01a_025050  BACE001c01a_025160  BCAH187_A2571      BCAH187_A2582      YP_002338523.1  YP_002338534.1
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_018200  BASU001c01a_018360  pksA               ymzB               NP_389589.1     NP_389606.3
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_018580  BASU001c01a_018700  glnA               xynP               NP_389628.1     NP_389639.2
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_001860  BASU001c01a_002020  ybaN               ybaR               NP_388038.1     NP_388039.1
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_018790  BASU001c01a_018810  yncF               thyA               NP_389649.1     NP_389651.1
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_018820  BASU001c01a_018870  yncM               yndB               NP_389652.1     NP_389656.1
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_019540  BASU001c01a_019570  iseA               yoeD               NP_389720.2     NP_389722.1
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_019710  BASU001c01a_020250  yoaB               yobN               NP_389736.1     NP_389783.1
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_002340  BASU001c01a_002500  ybcH               ybdM               NP_388068.1     NP_388085.1
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_024660  BASU001c01a_024710  sipS               ppiB               NP_390212.1     NP_390217.1
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_002690  BASU001c01a_002700  ybfI               purT               NP_388104.1     NP_388105.1
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_026690  BASU001c01a_027940  cdd                bltR               NP_390408.1     NP_390535.1
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_027960  BASU001c01a_028190  bltD               yrpE               NP_390537.1     NP_390560.1
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_028490  BASU001c01a_028530  rsiV               bscR               NP_390591.1     NP_390595.1
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_029730  BASU001c01a_029760  ysnE               ysnB               NP_390711.1     NP_390713.2
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_033810  BASU001c01a_033870  paiA               yuzD               NP_391095.1     NP_391101.1
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_034120  BASU001c01a_034150  pucM               pucD               NP_391126.2     NP_391128.1
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_034660  BASU001c01a_034670  yusW               yusZ               NP_391174.1     NP_391177.1
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_035320  BASU001c01a_035330  yvaG               smpB               NP_391239.1     NP_391240.1
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_035620  BASU001c01a_035630  yvbK               eno                NP_391269.1     NP_391270.1
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_036230  BASU001c01a_036270  yvdQ               clpP               NP_391331.1     NP_391334.1
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_037250  BASU001c01a_037270  yvyE               tagO               NP_391431.1     NP_391433.1
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_037320  BASU001c01a_037440  tuaD               tagG               NP_391438.1     NP_391452.1
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_037440  BASU001c01a_037510  tagG               lytD               NP_391452.1     NP_391459.1
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_037860  BASU001c01a_037930  ywrA               ywqI               NP_391494.1     NP_391501.1
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_039200  BASU001c01a_039230  rapF               speB               NP_391626.1     NP_391629.1
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_040870  BASU001c01a_040990  yxiM               yxxF               NP_391791.2     NP_391803.1
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_041000  BASU001c01a_041160  yxiE               pdp                NP_391804.1     NP_391819.2
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_041600  BASU001c01a_041740  yxbG               qodI               NP_391863.2     NP_391878.2
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_041870  BASU001c01a_042010  ahpF               yydA               NP_391890.1     NP_391903.1
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_042140  BASU001c01a_042160  rocD               htrC               NP_391914.1     NP_391916.1
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_042480  BASU001c01a_042670  yybI               yyaK               NP_391943.1     NP_391963.1
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_005310  BASU001c01a_005740  ydcK               cspC               NP_388360.1     NP_388393.1
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_005830  BASU001c01a_005850  ydeI               ydeK               NP_388402.1     NP_388404.1
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_006150  BASU001c01a_006210  ydfP               cotP               NP_388431.1     NP_388436.1
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_006750  BASU001c01a_006850  groEL              gutR               NP_388484.1     NP_388495.1
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_007460  BASU001c01a_007600  yerQ               yeeI               NP_388554.1     NP_388566.3
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_008140  BASU001c01a_008160  yfmO               yfmM               NP_388621.1     NP_388623.2
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_008160  BASU001c01a_008290  yfmM               pel                NP_388623.2     NP_388637.1
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_010060  BASU001c01a_010070  tcyP               yhcM               NP_388794.1     NP_388795.1
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_012800  BASU001c01a_012970  yjcI               manP               NP_389069.1     NP_389083.2
NC_000964  Bacillus_subtilis_subsp_subtilis_str_168                           BASU001c01a_012980  BASU001c01a_013050  manA               ctaO               NP_389084.1     NP_389090.2
NC_005957  Bacillus_thuringiensis_serovar_konkukian_str_97-27                 BATU001c01a_016730  BATU001c01a_016930  BT9727_1587        czcD               YP_035919.1     YP_035939.1
NC_005957  Bacillus_thuringiensis_serovar_konkukian_str_97-27                 BATU001c01a_017130  BATU001c01a_017150  BT9727_1627        BT9727_1629        YP_035959.1     YP_035961.1
NC_005957  Bacillus_thuringiensis_serovar_konkukian_str_97-27                 BATU001c01a_018260  BATU001c01a_018330  pepP               BT9727_1747        YP_036072.1     YP_036079.1
NC_005957  Bacillus_thuringiensis_serovar_konkukian_str_97-27                 BATU001c01a_018460  BATU001c01a_018490  BT9727_1760        ldh                YP_036092.1     YP_036095.1
NC_005957  Bacillus_thuringiensis_serovar_konkukian_str_97-27                 BATU001c01a_019120  BATU001c01a_019130  nadE               BT9727_1827        YP_036158.1     YP_036159.1
NC_005957  Bacillus_thuringiensis_serovar_konkukian_str_97-27                 BATU001c01a_019150  BATU001c01a_019160  isp                BT9727_1830        YP_036161.1     YP_036162.1
NC_005957  Bacillus_thuringiensis_serovar_konkukian_str_97-27                 BATU001c01a_019760  BATU001c01a_019790  BT9727_1891        dal                YP_036222.1     YP_036225.1
NC_005957  Bacillus_thuringiensis_serovar_konkukian_str_97-27                 BATU001c01a_019920  BATU001c01a_020150  BT9727_1908        BT9727_1932        YP_036238.1     YP_036261.1
NC_005957  Bacillus_thuringiensis_serovar_konkukian_str_97-27                 BATU001c01a_020600  BATU001c01a_020640  spoVS              BT9727_1981        YP_036306.1     YP_036310.1
NC_005957  Bacillus_thuringiensis_serovar_konkukian_str_97-27                 BATU001c01a_020660  BATU001c01a_020710  BT9727_1983        BT9727_1988        YP_036312.1     YP_036317.1
NC_005957  Bacillus_thuringiensis_serovar_konkukian_str_97-27                 BATU001c01a_020820  BATU001c01a_020830  aspC               BT9727_2000        YP_036328.1     YP_036329.1
NC_005957  Bacillus_thuringiensis_serovar_konkukian_str_97-27                 BATU001c01a_021740  BATU001c01a_021960  czcD               prsA               YP_036420.1     YP_036442.1
