locus_tag	ftype	length_bp	gene	EC_number	COG	product
MHCJGCNO_00322	CDS	1383				hypothetical protein
MHCJGCNO_00323	CDS	1050	yahK	1.1.1.2	COG1064	Aldehyde reductase YahK
MHCJGCNO_00324	tRNA	81				tRNA-Ser(gga)
MHCJGCNO_00325	CDS	633	rhtC_1		COG1280	Threonine efflux protein
MHCJGCNO_00326	CDS	276				hypothetical protein
MHCJGCNO_00327	CDS	1587	prpR		COG1221	Propionate catabolism operon regulatory protein
MHCJGCNO_00328	CDS	891	prpB	4.1.3.30	COG2513	2-methylisocitrate lyase
MHCJGCNO_00329	CDS	1170	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
MHCJGCNO_00330	CDS	1452	prpD	4.2.1.79	COG2079	2-methylcitrate dehydratase
MHCJGCNO_00331	CDS	1887	acs_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
MHCJGCNO_00332	CDS	1260	codB_1		COG1457	Cytosine permease
MHCJGCNO_00333	CDS	1284	codA	3.5.4.1	COG0402	Cytosine deaminase
MHCJGCNO_00334	CDS	621	lacA	2.3.1.18	COG0110	Galactoside O-acetyltransferase
MHCJGCNO_00335	CDS	1254	lacY			Lactose permease
MHCJGCNO_00336	CDS	3075	lacZ	3.2.1.23	COG3250	Beta-galactosidase
MHCJGCNO_00337	CDS	1092	lacI		COG1609	Lactose operon repressor
MHCJGCNO_00338	CDS	540				hypothetical protein
MHCJGCNO_00339	CDS	834	frmB	3.1.2.12	COG0627	S-formylglutathione hydrolase FrmB
MHCJGCNO_00340	CDS	1110	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
MHCJGCNO_00341	CDS	276	frmR		COG1937	Transcriptional repressor FrmR
MHCJGCNO_00342	CDS	774				hypothetical protein
MHCJGCNO_00343	CDS	525	glmU_1	2.7.7.23		Bifunctional protein GlmU
MHCJGCNO_00344	CDS	1197	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
MHCJGCNO_00345	CDS	672	bshB1	3.5.1.-	COG2120	N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 1
MHCJGCNO_00346	CDS	963	tauA		COG4521	Taurine-binding periplasmic protein
MHCJGCNO_00347	CDS	768	tauB	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
MHCJGCNO_00348	CDS	828	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
MHCJGCNO_00349	CDS	852	tauD	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
MHCJGCNO_00350	CDS	975	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
MHCJGCNO_00351	CDS	2949				hypothetical protein
MHCJGCNO_00352	CDS	624	iprA			Inhibitor of hydrogen peroxide resistance
MHCJGCNO_00353	CDS	1158	ampH	3.4.-.-	COG1680	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH
MHCJGCNO_00354	CDS	1221	sbmA		COG1133	Peptide antibiotic transporter SbmA
MHCJGCNO_00355	CDS	1095				hypothetical protein
MHCJGCNO_00356	CDS	309	yaiY			Inner membrane protein YaiY
MHCJGCNO_00357	CDS	213				hypothetical protein
MHCJGCNO_00358	CDS	1095	ddlA	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
MHCJGCNO_00359	CDS	261	iraP			Anti-adapter protein IraP
MHCJGCNO_00360	CDS	1416	phoA	3.1.3.1	COG1785	Alkaline phosphatase
MHCJGCNO_00361	CDS	321	psiF			Phosphate starvation-inducible protein PsiF
MHCJGCNO_00362	CDS	1116	dgcC	2.7.7.65		putative diguanylate cyclase DgcC
MHCJGCNO_00363	CDS	810	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
MHCJGCNO_00364	CDS	459				hypothetical protein
MHCJGCNO_00365	CDS	525	aroL	2.7.1.71	COG0703	Shikimate kinase 2
MHCJGCNO_00366	CDS	192	yaiA			putative protein YaiA
MHCJGCNO_00367	CDS	678				hypothetical protein
MHCJGCNO_00368	CDS	285	ppnP	2.4.2.1	COG3123	Pyrimidine/purine nucleoside phosphorylase
MHCJGCNO_00369	CDS	180				hypothetical protein
MHCJGCNO_00370	CDS	978	rdgC		COG2974	Recombination-associated protein RdgC
MHCJGCNO_00371	CDS	909	mak_1	2.7.1.4	COG1940	Fructokinase
MHCJGCNO_00372	CDS	1269	araJ		COG2814	Putative transporter AraJ
MHCJGCNO_00373	CDS	3144	sbcC		COG0419	Nuclease SbcCD subunit C
MHCJGCNO_00374	CDS	1203	sbcD		COG0420	Nuclease SbcCD subunit D
MHCJGCNO_00375	CDS	690	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
MHCJGCNO_00376	CDS	1296	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
MHCJGCNO_00377	CDS	1320	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
MHCJGCNO_00378	CDS	1374	proY		COG1113	Proline-specific permease ProY
MHCJGCNO_00379	CDS	1818	malZ	3.2.1.20	COG0366	Maltodextrin glucosidase
MHCJGCNO_00380	CDS	582	acpH	3.1.4.14	COG3124	Acyl carrier protein phosphodiesterase
MHCJGCNO_00381	CDS	1071	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
MHCJGCNO_00382	CDS	1128	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
MHCJGCNO_00383	CDS	333	yajC		COG1862	Sec translocon accessory complex subunit YajC
MHCJGCNO_00384	CDS	1815	secD		COG0342	Protein translocase subunit SecD
MHCJGCNO_00385	CDS	972	secF		COG0341	Protein translocase subunit SecF
MHCJGCNO_00386	CDS	348				hypothetical protein
MHCJGCNO_00387	CDS	885	tsx_1		COG3248	Nucleoside-specific channel-forming protein Tsx
MHCJGCNO_00388	CDS	540	yajI			putative lipoprotein YajI
MHCJGCNO_00389	CDS	450	nrdR		COG1327	Transcriptional repressor NrdR
MHCJGCNO_00390	CDS	1104	ribD		COG0117	Riboflavin biosynthesis protein RibD
MHCJGCNO_00391	CDS	471	ribE	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
MHCJGCNO_00392	CDS	420	nusB		COG0781	Transcription antitermination protein NusB
MHCJGCNO_00393	CDS	978	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
MHCJGCNO_00394	CDS	519	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
MHCJGCNO_00395	CDS	975	yajO	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
MHCJGCNO_00396	CDS	1863	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
MHCJGCNO_00397	CDS	900	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
MHCJGCNO_00398	CDS	243	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
MHCJGCNO_00399	CDS	1449	thiI	2.8.1.4	COG0301	tRNA sulfurtransferase
MHCJGCNO_00400	CDS	591	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
MHCJGCNO_00401	CDS	912	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
MHCJGCNO_00402	CDS	492				hypothetical protein
MHCJGCNO_00403	CDS	1365	yajR		COG0477	Inner membrane transport protein YajR
MHCJGCNO_00404	CDS	891	cyoE	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
MHCJGCNO_00405	CDS	330	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
MHCJGCNO_00406	CDS	615	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
MHCJGCNO_00407	CDS	1992	cyoB	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
MHCJGCNO_00408	CDS	948	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
MHCJGCNO_00409	CDS	1476	ampG_1		COG0477	Anhydromuropeptide permease
MHCJGCNO_00410	CDS	579				hypothetical protein
MHCJGCNO_00411	CDS	315	bolA		COG0271	DNA-binding transcriptional regulator BolA
MHCJGCNO_00412	CDS	1299	tig	5.2.1.8	COG0544	Trigger factor
MHCJGCNO_00413	CDS	624	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
MHCJGCNO_00414	CDS	1275	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
MHCJGCNO_00415	CDS	2355	lon_1	3.4.21.53	COG0466	Lon protease
MHCJGCNO_00416	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
MHCJGCNO_00417	CDS	1872	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
MHCJGCNO_00418	CDS	372			COG1555	putative protein
MHCJGCNO_00419	CDS	399	fadM	3.1.2.-	COG0824	Long-chain acyl-CoA thioesterase FadM
MHCJGCNO_00420	CDS	696	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
MHCJGCNO_00421	CDS	1701	sgrR_2		COG4533	HTH-type transcriptional regulator SgrR
MHCJGCNO_00422	CDS	819	cof	3.6.1.-	COG0561	HMP-PP phosphatase
MHCJGCNO_00423	CDS	459	decR		COG1522	DNA-binding transcriptional activator DecR
MHCJGCNO_00424	CDS	1773	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
MHCJGCNO_00425	CDS	1782	mdlB	7.6.2.2	COG1132	Multidrug resistance-like ATP-binding protein MdlB
MHCJGCNO_00426	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
MHCJGCNO_00427	CDS	1287	amtB			Ammonia channel
MHCJGCNO_00428	CDS	861	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
MHCJGCNO_00429	CDS	573	ybaY		COG3126	putative lipoprotein YbaY
MHCJGCNO_00430	CDS	312	atl		COG3695	DNA base-flipping protein
MHCJGCNO_00431	CDS	354	ybaA		COG5507	putative protein YbaA
MHCJGCNO_00432	CDS	1551	pdeB	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
MHCJGCNO_00433	CDS	471	ylaC			Inner membrane protein YlaC
MHCJGCNO_00434	CDS	552	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
MHCJGCNO_00435	CDS	219	hha			Hemolysin expression-modulating protein Hha
MHCJGCNO_00436	CDS	375	tomB			Hha toxicity modulator TomB
MHCJGCNO_00437	CDS	3150	acrB_1		COG0841	Multidrug efflux pump subunit AcrB
MHCJGCNO_00438	CDS	1194	acrA			Multidrug efflux pump subunit AcrA
MHCJGCNO_00439	CDS	648	acrR_1		COG1309	HTH-type transcriptional regulator AcrR
MHCJGCNO_00440	CDS	3363	mscK		COG3264	Mechanosensitive channel MscK
MHCJGCNO_00441	CDS	162				hypothetical protein
MHCJGCNO_00442	CDS	528	priC		COG3923	Primosomal replication protein N''
MHCJGCNO_00443	CDS	378	ybaN		COG2832	Inner membrane protein YbaN
MHCJGCNO_00444	CDS	552	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
MHCJGCNO_00445	CDS	1932	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
MHCJGCNO_00446	CDS	330	ybaB		COG0718	Nucleoid-associated protein YbaB
MHCJGCNO_00447	CDS	606	recR		COG0353	Recombination protein RecR
MHCJGCNO_00448	CDS	1875	htpG		COG0326	Chaperone protein HtpG
MHCJGCNO_00449	CDS	645	adk	2.7.4.3	COG0563	Adenylate kinase
MHCJGCNO_00450	CDS	963	hemH	4.99.1.1	COG0276	Ferrochelatase
MHCJGCNO_00451	CDS	969	aes_1	3.1.1.-	COG0657	Acetyl esterase
MHCJGCNO_00452	CDS	1305	gsk	2.7.1.73	COG0524	Inosine-guanosine kinase
MHCJGCNO_00453	CDS	1677	ybaL		COG1226	Putative cation/proton antiporter YbaL
MHCJGCNO_00454	CDS	1221	fsr			Fosmidomycin resistance protein
MHCJGCNO_00455	CDS	1653	ushA		COG0737	Protein UshA
MHCJGCNO_00456	CDS	504				hypothetical protein
MHCJGCNO_00457	CDS	801				hypothetical protein
MHCJGCNO_00458	CDS	480	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
MHCJGCNO_00459	CDS	795				hypothetical protein
MHCJGCNO_00460	CDS	342	ybaQ		COG3093	putative HTH-type transcriptional regulator YbaQ
MHCJGCNO_00461	CDS	2505	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
MHCJGCNO_00462	CDS	933	glsA1	3.5.1.2	COG2066	Glutaminase 1
MHCJGCNO_00463	CDS	1293	ybaT		COG0531	Inner membrane transport protein YbaT
MHCJGCNO_00464	CDS	408	cueR		COG0789	HTH-type transcriptional regulator CueR
MHCJGCNO_00465	CDS	705				hypothetical protein
MHCJGCNO_00466	CDS	237				hypothetical protein
MHCJGCNO_00467	CDS	459	ybbJ		COG1585	Inner membrane protein YbbJ
MHCJGCNO_00468	CDS	918	qmcA		COG0330	Protein QmcA
MHCJGCNO_00469	CDS	678	fetA	3.6.3.-	COG4619	putative iron export ATP-binding protein FetA
MHCJGCNO_00470	CDS	780	fetB		COG0390	putative iron export permease protein FetB
MHCJGCNO_00471	CDS	855	cnoX		COG3118	Chaperedoxin
MHCJGCNO_00472	CDS	771				hypothetical protein
MHCJGCNO_00473	CDS	594	tesA	3.1.2.2	COG2755	Thioesterase 1/protease 1/lysophospholipase L1
MHCJGCNO_00474	CDS	687	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
MHCJGCNO_00475	CDS	2415				hypothetical protein
MHCJGCNO_00476	CDS	1095	selU	2.5.1.-	COG2603	tRNA 2-selenouridine synthase
MHCJGCNO_00477	CDS	927	allS			HTH-type transcriptional activator AllS
MHCJGCNO_00478	CDS	483	allA	4.3.2.3	COG3194	Ureidoglycolate lyase
MHCJGCNO_00479	CDS	816	allR		COG1414	HTH-type transcriptional repressor AllR
MHCJGCNO_00480	CDS	1782	gcl_1	4.1.1.47	COG3960	Glyoxylate carboligase
MHCJGCNO_00481	CDS	777	hyi_1	5.3.1.22	COG3622	Hydroxypyruvate isomerase
MHCJGCNO_00482	CDS	879	glxR_1	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
MHCJGCNO_00483	CDS	1455	ybbW		COG1953	Putative allantoin permease
MHCJGCNO_00484	CDS	1362	allB	3.5.2.5	COG0044	Allantoinase
MHCJGCNO_00485	CDS	1302	ybbY		COG2233	Putative purine permease YbbY
MHCJGCNO_00486	CDS	1146	glxK_1	2.7.1.31	COG1929	Glycerate 3-kinase
MHCJGCNO_00487	CDS	786	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
MHCJGCNO_00488	CDS	1236	allC	3.5.3.9	COG0624	Allantoate amidohydrolase
MHCJGCNO_00489	CDS	1050	allD	1.1.1.350	COG2055	Ureidoglycolate dehydrogenase (NAD(+))
MHCJGCNO_00490	CDS	1668	fdrA_2		COG0074	Protein FdrA
MHCJGCNO_00491	CDS	1260				hypothetical protein
MHCJGCNO_00492	CDS	816				hypothetical protein
MHCJGCNO_00493	CDS	894	arcC1_1	2.7.2.2		Carbamate kinase 1
MHCJGCNO_00494	CDS	1068	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
MHCJGCNO_00495	CDS	510	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
MHCJGCNO_00496	CDS	330				hypothetical protein
MHCJGCNO_00497	CDS	723	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
MHCJGCNO_00498	CDS	495	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
MHCJGCNO_00499	CDS	1386	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
MHCJGCNO_00500	CDS	522	ybcI		COG1988	Inner membrane protein YbcI
MHCJGCNO_00501	CDS	213	ybcJ		COG2501	putative protein YbcJ
MHCJGCNO_00502	CDS	867	folD		COG0190	Bifunctional protein FolD protein
MHCJGCNO_00503	tRNA	77				tRNA-Arg(tct)
MHCJGCNO_00504	CDS	300				hypothetical protein
MHCJGCNO_00505	CDS	657				hypothetical protein
MHCJGCNO_00506	CDS	954	ompT	3.4.23.49	COG4571	Protease 7
MHCJGCNO_00507	CDS	891				hypothetical protein
MHCJGCNO_00508	CDS	2973	nfrA		COG0457	Bacteriophage adsorption protein A
MHCJGCNO_00509	CDS	2238				hypothetical protein
MHCJGCNO_00510	CDS	1443	cusS	2.7.13.3	COG0642	Sensor histidine kinase CusS
MHCJGCNO_00511	CDS	684	cusR		COG0745	Transcriptional regulatory protein CusR
MHCJGCNO_00512	CDS	1383	cusC_1		COG1538	Cation efflux system protein CusC
MHCJGCNO_00513	CDS	333	cusF		COG5569	Cation efflux system protein CusF
MHCJGCNO_00514	CDS	1224	cusB			Cation efflux system protein CusB
MHCJGCNO_00515	CDS	3144	cusA		COG3696	Cation efflux system protein CusA
MHCJGCNO_00516	CDS	1383	pheP		COG1113	Phenylalanine-specific permease
MHCJGCNO_00517	CDS	1248	ybdG		COG0668	Miniconductance mechanosensitive channel YbdG
MHCJGCNO_00518	CDS	654	nfsB	1.-.-.-	COG0778	Oxygen-insensitive NAD(P)H nitroreductase
MHCJGCNO_00519	CDS	384				hypothetical protein
MHCJGCNO_00520	CDS	249				hypothetical protein
MHCJGCNO_00521	CDS	1119	ybdK	6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
MHCJGCNO_00522	CDS	129				hypothetical protein
MHCJGCNO_00523	CDS	252				hypothetical protein
MHCJGCNO_00524	CDS	153	hokE_1			Toxic protein HokE
MHCJGCNO_00525	CDS	744	entD	2.7.8.-	COG2977	Enterobactin synthase component D
MHCJGCNO_00526	CDS	2250	fepA		COG4771	Ferrienterobactin receptor
MHCJGCNO_00527	CDS	1203	fes		COG2382	Enterochelin esterase
MHCJGCNO_00528	CDS	219	ybdZ		COG3251	Enterobactin biosynthesis protein YbdZ
MHCJGCNO_00529	CDS	3882	entF	2.7.7.-	COG1020	Enterobactin synthase component F
MHCJGCNO_00530	CDS	1134	fepE		COG3765	Ferric enterobactin transport protein FepE
MHCJGCNO_00531	CDS	816	fepC		COG1120	Ferric enterobactin transport ATP-binding protein FepC
MHCJGCNO_00532	CDS	993	fepG		COG4779	Ferric enterobactin transport system permease protein FepG
MHCJGCNO_00533	CDS	1005	fepD		COG0609	Ferric enterobactin transport system permease protein FepD
MHCJGCNO_00534	CDS	1251	entS		COG0477	Enterobactin exporter EntS
MHCJGCNO_00535	CDS	957	fepB		COG4592	Ferrienterobactin-binding periplasmic protein
MHCJGCNO_00536	CDS	1176	entC	5.4.4.2	COG1169	Isochorismate synthase EntC
MHCJGCNO_00537	CDS	1611	entE	6.3.2.14	COG1021	Enterobactin synthase component E
MHCJGCNO_00538	CDS	858	entB	6.3.2.14	COG1535	Enterobactin synthase component B
MHCJGCNO_00539	CDS	747	entA	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
MHCJGCNO_00540	CDS	414	entH	3.1.2.-	COG2050	Proofreading thioesterase EntH
MHCJGCNO_00541	CDS	2106	cstA		COG1966	Peptide transporter CstA
MHCJGCNO_00542	CDS	198				hypothetical protein
MHCJGCNO_00543	CDS	1089	hcxA	1.1.1.-	COG0371	Hydroxycarboxylate dehydrogenase A
MHCJGCNO_00544	CDS	1161	ybdL	2.6.1.88	COG0436	Methionine aminotransferase
MHCJGCNO_00545	CDS	630	ybdM		COG1475	putative protein YbdM
MHCJGCNO_00546	CDS	1221				hypothetical protein
MHCJGCNO_00547	CDS	903	ybdO			putative HTH-type transcriptional regulator YbdO
MHCJGCNO_00548	CDS	747	dsbG		COG1651	Thiol:disulfide interchange protein DsbG
MHCJGCNO_00549	CDS	564	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
MHCJGCNO_00550	CDS	1596	ahpF	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
MHCJGCNO_00551	CDS	429	uspG		COG0589	Universal stress protein UP12
MHCJGCNO_00552	CDS	90				hypothetical protein
MHCJGCNO_00553	CDS	411	rnk		COG0782	Regulator of nucleoside diphosphate kinase
MHCJGCNO_00554	CDS	807	rna	4.6.1.21	COG3719	Ribonuclease I
MHCJGCNO_00555	CDS	1464	ttdT_1		COG0471	L-tartrate/succinate antiporter
MHCJGCNO_00556	CDS	879	citG	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
MHCJGCNO_00557	CDS	552	citX	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
MHCJGCNO_00558	CDS	1533	citF	4.1.3.6	COG3051	Citrate lyase alpha chain
MHCJGCNO_00559	CDS	909	citE	4.1.3.6	COG2301	Citrate lyase subunit beta
MHCJGCNO_00560	CDS	297	citD		COG3052	Citrate lyase acyl carrier protein
MHCJGCNO_00561	CDS	1059	citC	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
MHCJGCNO_00562	CDS	1659	dpiB	2.7.13.3	COG3290	Sensor histidine kinase DpiB
MHCJGCNO_00563	CDS	681	dpiA		COG4565	Transcriptional regulatory protein DpiA
MHCJGCNO_00564	CDS	1386	dcuD		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
MHCJGCNO_00565	CDS	561	pagP	2.3.1.251		Lipid A palmitoyltransferase PagP
MHCJGCNO_00566	CDS	210	cspE			Cold shock-like protein CspE
MHCJGCNO_00567	CDS	384	crcB		COG0239	Putative fluoride ion transporter CrcB
MHCJGCNO_00568	CDS	789	ybeM	3.5.1.128		Deaminated glutathione amidase
MHCJGCNO_00569	CDS	204	tatE		COG1826	Sec-independent protein translocase protein TatE
MHCJGCNO_00570	CDS	966	lipA	2.8.1.8	COG0320	Lipoyl synthase
MHCJGCNO_00571	CDS	393				hypothetical protein
MHCJGCNO_00572	CDS	642	lipB	2.3.1.181	COG0321	Octanoyltransferase
MHCJGCNO_00573	CDS	264				hypothetical protein
MHCJGCNO_00574	CDS	1212	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
MHCJGCNO_00575	CDS	1089	rlpA	4.2.2.-	COG0797	Endolytic peptidoglycan transglycosylase RlpA
MHCJGCNO_00576	CDS	1113	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
MHCJGCNO_00577	CDS	1902	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
MHCJGCNO_00578	CDS	468	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
MHCJGCNO_00579	CDS	318	rsfS		COG0799	Ribosomal silencing factor RsfS
MHCJGCNO_00580	CDS	612	cobC	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
MHCJGCNO_00581	CDS	642	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
MHCJGCNO_00582	CDS	1032	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
MHCJGCNO_00583	CDS	582	lptE		COG2980	LPS-assembly lipoprotein LptE
MHCJGCNO_00584	CDS	2583	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
MHCJGCNO_00585	CDS	483				hypothetical protein
MHCJGCNO_00586	CDS	936	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
MHCJGCNO_00587	CDS	726	glnQ_1			Glutamine transport ATP-binding protein GlnQ
MHCJGCNO_00588	CDS	675	gltK		COG0765	Glutamate/aspartate import permease protein GltK
MHCJGCNO_00589	CDS	741	gltJ		COG0765	Glutamate/aspartate import permease protein GltJ
MHCJGCNO_00590	CDS	909	gltI		COG0834	Glutamate/aspartate import solute-binding protein
MHCJGCNO_00591	CDS	1878	glpG_1	3.4.21.105		Rhomboid protease GlpG
MHCJGCNO_00592	CDS	1539	lnt	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
MHCJGCNO_00593	CDS	879	corC		COG4535	Magnesium and cobalt efflux protein CorC
MHCJGCNO_00594	CDS	468	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
MHCJGCNO_00595	CDS	1080	ybeZ		COG1702	PhoH-like protein
MHCJGCNO_00596	CDS	1425	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
MHCJGCNO_00597	CDS	1176	ubiF	1.14.99.60	COG0654	3-demethoxyubiquinol 3-hydroxylase
MHCJGCNO_00598	tRNA	75				tRNA-Gln(ctg)
MHCJGCNO_00599	tRNA	75				tRNA-Gln(ctg)
MHCJGCNO_00600	tRNA	77				tRNA-Met(cat)
MHCJGCNO_00601	tRNA	75				tRNA-Gln(ttg)
MHCJGCNO_00602	tRNA	75				tRNA-Gln(ttg)
MHCJGCNO_00603	tRNA	85				tRNA-Leu(tag)
MHCJGCNO_00604	tRNA	77				tRNA-Met(cat)
MHCJGCNO_00605	CDS	1665	asnB	6.3.5.4	COG0367	Asparagine synthetase B [glutamine-hydrolyzing]
MHCJGCNO_00606	CDS	753	nagD	3.1.3.5	COG0647	Ribonucleotide monophosphatase NagD
MHCJGCNO_00607	CDS	1221	nagC		COG1940	N-acetylglucosamine repressor
MHCJGCNO_00608	CDS	1149	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
MHCJGCNO_00609	CDS	801	nagB_1	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
MHCJGCNO_00610	CDS	1947	nagE		COG1263	PTS system N-acetylglucosamine-specific EIICBA component
MHCJGCNO_00611	CDS	1281				hypothetical protein
MHCJGCNO_00612	CDS	471	tabA_1		COG2731	Toxin-antitoxin biofilm protein TabA
MHCJGCNO_00613	CDS	1170				hypothetical protein
MHCJGCNO_00614	CDS	759				hypothetical protein
MHCJGCNO_00615	CDS	888	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
MHCJGCNO_00616	CDS	1158	adh1	1.1.1.192	COG1454	Long-chain-alcohol dehydrogenase 1
MHCJGCNO_00617	CDS	1236	dtnK	2.7.1.219	COG3395	D-threonate kinase
MHCJGCNO_00618	CDS	987	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
MHCJGCNO_00619	CDS	762	glcR_1		COG1349	HTH-type transcriptional repressor GlcR
MHCJGCNO_00620	CDS	1665	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
MHCJGCNO_00621	CDS	1407	chiP			Chitoporin
MHCJGCNO_00622	CDS	327	chiQ			putative lipoprotein ChiQ
MHCJGCNO_00623	CDS	447	fur		COG0735	Ferric uptake regulation protein
MHCJGCNO_00624	CDS	531	fldA		COG0716	Flavodoxin 1
MHCJGCNO_00625	CDS	363	ybfE			putative protein YbfE
MHCJGCNO_00626	CDS	765	ybfF	3.1.-.-	COG0596	Esterase YbfF
MHCJGCNO_00627	CDS	546	seqA		COG3057	Negative modulator of initiation of replication
MHCJGCNO_00628	CDS	1641	pgm	5.4.2.2	COG0033	Phosphoglucomutase
MHCJGCNO_00629	CDS	1320	potE		COG0531	Putrescine transporter PotE
MHCJGCNO_00630	CDS	2199	speF	4.1.1.17	COG1982	Inducible ornithine decarboxylase
MHCJGCNO_00631	CDS	678	kdpE		COG0745	KDP operon transcriptional regulatory protein KdpE
MHCJGCNO_00632	CDS	2685	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
MHCJGCNO_00633	CDS	573	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
MHCJGCNO_00634	CDS	2049	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
