	GCF_000008685.2_ASM868v2_genomic	GCF_000021405.1_ASM2140v1_genomic	GCF_000166635.1_ASM16663v1_genomic	GCF_000166655.1_ASM16665v1_genomic	GCF_000171735.2_ASM17173v2_genomic	GCF_000171755.2_ASM17175v2_genomic	GCF_000172295.2_ASM17229v2_genomic	GCF_000172315.2_ASM17231v2_genomic	GCF_000172335.2_ASM17233v2_genomic	GCF_000181555.2_ASM18155v2_genomic	GCF_000181575.2_ASM18157v2_genomic	GCF_000181715.2_ASM18171v2_genomic	GCF_000181855.2_ASM18185v2_genomic	GCF_000382565.1_ASM38256v1_genomic	GCF_000444465.1_ASM44446v1_genomic	GCF_000501295.1_BorBurgIPT2_genomic	GCF_000501315.1_BorBurgIPT23_genomic	GCF_000501335.1_BorBurgIPT26_genomic	GCF_000501375.1_BorBurgIPT35_genomic	GCF_000501455.1_BorBurgIPT51_genomic	GCF_000501535.1_BorBurgIPT137_genomic	GCF_000502035.1_BorBurgIPT87_genomic	GCF_000502055.1_BorBurgIPT92_genomic	GCF_000502075.1_BorBurgIPT93_genomic	GCF_000502135.1_BorBurgIPT132_genomic	GCF_000502155.1_BorBurgIPT141_genomic	GCF_000769595.1_ASM76959v1_genomic	GCF_002083055.2_ASM208305v2_genomic	GCF_002151465.1_ASM215146v1_genomic	GCF_002151485.1_ASM215148v1_genomic	GCF_002151505.1_ASM215150v1_genomic	GCF_002442595.1_ASM244259v1_genomic	GCF_002995865.1_ASM299586v1_genomic	GCF_002995885.1_ASM299588v1_genomic	GCF_002995905.1_ASM299590v1_genomic	GCF_002995915.1_ASM299591v1_genomic	GCF_002995935.1_ASM299593v1_genomic	GCF_002995965.1_ASM299596v1_genomic	GCF_002995985.1_ASM299598v1_genomic	GCF_002996005.1_ASM299600v1_genomic	GCF_002996025.1_ASM299602v1_genomic	GCF_002996045.1_ASM299604v1_genomic	GCF_002996065.1_ASM299606v1_genomic	GCF_002996085.1_ASM299608v1_genomic	GCF_002996105.1_ASM299610v1_genomic	GCF_002996125.1_ASM299612v1_genomic	GCF_002996145.1_ASM299614v1_genomic	GCF_002996165.1_ASM299616v1_genomic	GCF_002996175.1_ASM299617v1_genomic	GCF_002996185.1_ASM299618v1_genomic	GCF_002996225.1_ASM299622v1_genomic	GCF_002996245.1_ASM299624v1_genomic	GCF_002996265.1_ASM299626v1_genomic	GCF_002996275.1_ASM299627v1_genomic	GCF_002996285.1_ASM299628v1_genomic	GCF_002996305.1_ASM299630v1_genomic	GCF_002996345.1_ASM299634v1_genomic	GCF_002996365.1_ASM299636v1_genomic	GCF_002996385.1_ASM299638v1_genomic	GCF_002996395.1_ASM299639v1_genomic	GCF_002996405.1_ASM299640v1_genomic	GCF_002996445.1_ASM299644v1_genomic	GCF_002996465.1_ASM299646v1_genomic	GCF_002996475.1_ASM299647v1_genomic	GCF_002996485.1_ASM299648v1_genomic	GCF_002996525.1_ASM299652v1_genomic	GCF_002996545.1_ASM299654v1_genomic	GCF_002996565.1_ASM299656v1_genomic	GCF_002996585.1_ASM299658v1_genomic	GCF_002996605.1_ASM299660v1_genomic	GCF_002996625.1_ASM299662v1_genomic	GCF_002996645.1_ASM299664v1_genomic	GCF_002996685.1_ASM299668v1_genomic	GCF_002996705.1_ASM299670v1_genomic	GCF_002996715.1_ASM299671v1_genomic	GCF_002996745.1_ASM299674v1_genomic	GCF_002996785.1_ASM299678v1_genomic	GCF_002996795.1_ASM299679v1_genomic	GCF_002996845.1_ASM299684v1_genomic	GCF_002996865.1_ASM299686v1_genomic	GCF_002996895.1_ASM299689v1_genomic	GCF_002996925.1_ASM299692v1_genomic	GCF_002996965.1_ASM299696v1_genomic	GCF_002996985.1_ASM299698v1_genomic	GCF_002997025.1_ASM299702v1_genomic	GCF_002997045.1_ASM299704v1_genomic	GCF_002997065.1_ASM299706v1_genomic	GCF_002997085.1_ASM299708v1_genomic	GCF_002997105.1_ASM299710v1_genomic	GCF_002997145.1_ASM299714v1_genomic	GCF_002997165.1_ASM299716v1_genomic	GCF_002997185.1_ASM299718v1_genomic	GCF_002997205.1_ASM299720v1_genomic	GCF_002997245.1_ASM299724v1_genomic	GCF_002997265.1_ASM299726v1_genomic	GCF_002997285.1_ASM299728v1_genomic	GCF_003367295.1_ASM336729v1_genomic	Total
OG0000047	8	5	4	9	7	5	4	5	8	7	8	5	5	0	0	2	1	2	2	2	1	1	2	2	0	3	7	5	6	5	7	6	2	1	2	1	2	1	2	1	3	1	1	1	2	0	1	2	3	1	1	3	2	2	2	1	2	2	2	2	1	1	2	2	0	1	2	2	1	1	2	1	0	1	1	1	0	1	3	3	2	3	3	1	1	1	2	1	1	0	2	1	3	0	0	1	2	230
OG0000048	4	2	2	3	2	2	3	2	3	2	2	2	3	0	0	0	4	3	1	3	0	3	1	2	0	3	4	0	1	0	1	1	1	3	3	2	3	1	3	3	0	3	2	1	3	3	3	2	2	3	2	2	3	3	3	3	3	3	2	3	1	3	2	3	2	3	2	3	3	2	3	2	2	1	1	3	2	3	3	2	3	2	3	1	3	3	3	3	3	2	2	3	3	2	2	3	2	216
OG0000049	3	3	2	4	3	2	2	2	2	4	1	3	2	0	0	2	1	1	2	1	2	1	1	1	1	3	2	1	2	2	2	3	3	3	3	2	2	2	2	3	3	3	3	3	2	3	3	2	3	3	3	3	1	3	2	1	1	1	3	2	2	3	2	1	2	1	2	2	3	3	3	3	2	3	3	2	3	3	1	2	3	3	2	3	3	1	2	2	1	2	2	3	2	3	3	3	2	215
OG0000050	2	2	1	3	3	1	3	2	2	3	2	2	3	0	0	2	1	1	2	2	2	2	2	2	2	1	2	2	1	1	1	3	3	3	2	2	2	3	2	2	2	3	3	3	2	3	3	2	2	3	3	2	1	3	2	1	1	1	2	2	3	2	2	2	2	2	3	2	2	3	2	2	2	2	3	3	2	3	3	3	3	2	2	3	3	1	2	2	1	3	2	2	2	2	3	2	2	206
OG0000051	3	2	3	3	3	3	2	1	2	3	2	2	2	0	0	2	1	2	2	2	1	3	2	2	1	2	2	1	1	2	2	2	3	2	3	3	1	2	1	1	3	3	3	2	1	3	2	1	3	2	3	3	1	3	1	3	3	3	1	1	2	2	3	2	2	3	3	1	1	3	3	3	3	1	2	2	4	2	2	2	2	3	2	2	2	3	1	1	3	1	2	1	1	2	2	3	1	200
OG0000052	4	3	2	1	1	1	3	1	1	1	2	1	2	0	0	1	1	2	2	1	2	2	1	2	0	1	2	1	2	2	2	1	2	2	2	4	2	1	3	4	0	3	1	1	3	2	2	1	2	2	1	3	3	2	3	4	4	4	2	3	1	2	4	2	4	2	2	3	2	1	2	1	4	2	1	2	1	2	2	3	2	4	3	2	2	4	3	1	4	1	3	1	3	1	1	2	1	195
OG0000053	3	2	3	1	2	1	2	1	2	1	1	2	3	0	0	2	1	1	3	1	2	3	3	2	2	2	3	1	0	0	0	1	2	1	2	3	2	2	3	3	1	1	2	2	2	2	1	2	2	1	1	3	2	1	3	3	2	3	2	2	2	2	3	2	5	2	3	4	2	4	2	2	3	1	2	2	1	1	1	3	1	3	3	2	1	3	3	2	3	2	3	3	2	2	2	2	2	193
OG0000054	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2	3	2	1	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	192
OG0000055	2	2	2	3	1	1	0	2	2	3	3	1	2	0	0	1	3	2	1	1	1	2	1	2	1	3	2	2	2	2	2	2	1	3	3	2	2	2	0	3	1	3	3	2	0	3	3	1	2	3	3	2	0	3	0	2	2	2	2	2	2	3	3	3	2	3	2	2	3	2	3	2	3	3	2	3	3	3	3	2	3	2	0	2	3	2	0	2	2	2	2	2	0	2	2	3	1	191
OG0000056	3	2	2	3	2	2	2	2	3	2	2	3	2	0	0	2	0	1	1	2	2	2	2	2	2	2	3	0	0	0	0	0	2	2	2	2	2	2	2	2	0	3	2	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	3	3	2	2	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	187
OG0000057	3	2	2	2	2	1	2	2	2	2	1	2	1	0	0	2	1	1	2	1	2	2	2	1	1	2	2	1	1	1	1	0	2	2	2	2	1	1	2	2	1	2	2	1	2	2	2	3	4	2	2	2	2	2	2	2	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	3	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	3	3	2	2	173
OG0000058	3	1	2	2	3	1	1	1	4	2	1	3	1	0	0	1	1	1	1	1	1	0	1	0	1	1	3	4	3	4	4	1	2	1	1	2	1	1	3	1	2	2	2	1	3	2	2	2	3	2	2	2	1	2	3	3	3	3	1	1	1	1	2	1	2	1	2	1	1	2	1	2	2	1	1	1	2	2	1	1	2	2	2	1	2	3	3	1	3	2	3	1	3	2	2	1	2	170
OG0000059	2	2	2	2	2	1	2	1	2	1	2	1	1	0	0	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	2	1	2	2	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2	1	1	2	2	1	2	2	2	1	1	1	2	2	1	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	1	1	2	165
OG0000060	3	0	2	3	2	1	1	1	2	4	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	1	1	1	3	3	2	1	1	2	1	1	3	4	2	1	4	4	1	1	4	4	1	2	4	1	2	2	2	1	2	2	3	2	1	2	2	2	2	3	2	3	1	2	1	1	2	4	4	1	1	4	1	1	2	4	2	1	1	2	3	1	1	1	1	1	3	1	160
OG0000061	1	2	2	2	3	2	3	2	2	4	2	1	2	0	0	2	1	2	1	1	1	1	0	2	2	0	0	2	0	0	0	3	2	2	1	2	2	2	1	3	1	2	1	3	2	2	2	0	2	2	2	2	2	1	2	2	1	2	1	2	2	2	2	1	2	2	2	2	2	1	2	0	2	1	3	2	1	3	2	2	3	2	2	2	2	2	2	1	2	1	2	1	2	0	1	2	1	159
OG0000062	2	1	1	0	2	1	1	0	2	2	2	2	4	0	0	1	2	2	0	3	1	3	1	2	1	2	2	1	1	2	2	2	3	2	2	1	1	2	1	2	1	2	2	2	1	2	1	2	2	1	2	0	3	2	1	2	1	2	1	1	1	2	1	2	1	2	2	3	2	2	2	3	1	1	2	2	2	2	1	0	1	1	1	2	1	2	1	2	1	2	1	3	1	3	2	3	4	158
OG0000063	2	1	1	3	3	0	3	1	1	0	0	2	2	0	0	1	1	0	0	0	1	0	1	1	1	2	2	1	1	1	1	3	3	1	2	1	1	3	3	1	1	0	2	1	2	2	1	1	1	1	1	1	0	1	3	2	2	2	0	1	3	2	2	2	4	2	4	2	2	2	2	2	2	1	3	4	1	1	3	3	1	1	3	1	1	2	3	1	2	4	2	1	2	2	3	2	2	156
OG0000064	2	2	1	3	1	1	1	1	1	3	1	2	2	0	0	2	1	1	1	1	3	1	2	1	1	2	1	1	1	1	1	0	1	3	3	1	1	2	1	1	0	3	3	2	1	3	3	2	2	3	3	1	1	3	1	1	1	1	2	1	2	3	1	1	1	1	1	1	3	1	3	2	1	1	2	1	3	3	1	1	3	1	1	2	3	1	1	1	1	3	1	2	1	2	2	3	2	155
OG0000065	3	2	1	2	2	1	2	1	1	2	1	1	2	1	0	3	1	2	2	1	2	1	2	1	1	1	2	2	2	2	2	2	2	2	2	1	2	0	2	2	1	2	2	1	2	2	2	1	1	2	2	1	2	2	2	1	1	1	1	2	1	2	2	2	1	2	2	2	2	2	2	1	1	2	1	2	1	2	2	1	2	1	2	2	2	1	2	1	1	1	1	1	2	1	1	2	0	151
OG0000066	3	2	1	3	4	1	0	1	1	4	1	2	2	0	0	1	1	0	1	1	1	2	1	2	1	2	2	1	2	2	2	3	2	3	2	0	2	2	0	1	2	2	3	2	0	2	3	2	1	2	3	1	0	2	0	0	0	0	1	2	2	2	0	2	0	2	3	1	2	3	3	2	0	2	2	3	2	3	3	0	2	0	0	2	2	0	0	3	0	2	0	1	0	2	2	2	2	147
OG0000067	2	1	2	1	2	2	1	2	2	1	1	2	1	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	2	1	1	1	1	2	1	1	2	1	1	1	2	2	1	1	2	1	1	1	2	2	2	1	1	1	1	2	1	2	1	2	1	1	2	1	2	2	1	2	1	1	1	1	2	1	2	1	2	1	2	1	1	2	2	2	1	1	2	2	1	2	142
OG0000068	3	1	1	2	0	0	1	1	2	2	1	1	3	0	0	1	1	1	1	1	1	1	1	1	1	2	2	0	0	0	0	1	1	2	2	2	1	2	2	2	0	2	1	2	1	2	2	1	1	2	1	1	1	2	1	2	2	2	1	2	3	2	2	2	2	3	2	1	2	1	2	2	2	2	2	3	1	2	2	1	2	1	1	1	2	2	1	2	2	2	1	1	1	2	2	2	0	140
OG0000069	2	2	1	2	2	2	1	1	2	2	2	1	2	0	0	1	2	2	0	1	1	2	1	2	1	1	2	2	1	2	2	1	1	1	2	1	0	1	0	0	2	1	2	2	0	1	2	2	2	2	2	1	1	1	1	1	1	1	2	1	0	2	1	1	2	1	2	1	2	3	1	1	2	1	2	2	2	2	2	1	2	1	1	2	1	1	1	2	1	3	1	2	1	1	2	1	1	135
OG0000070	2	2	1	2	2	1	2	0	1	2	1	1	2	0	0	1	1	1	0	1	1	2	1	1	0	1	2	1	0	1	1	1	2	1	2	1	1	2	2	1	1	1	2	2	2	1	2	2	2	2	2	1	1	1	2	1	1	1	2	2	1	2	1	1	1	1	1	1	2	1	1	2	1	2	2	1	2	2	1	1	2	1	2	2	1	1	2	2	1	2	1	2	2	2	2	1	2	133
OG0000071	2	1	0	3	2	0	2	1	1	2	1	1	2	0	0	1	1	1	1	1	1	1	1	1	1	0	2	2	0	1	1	3	2	2	1	1	1	2	1	2	2	3	2	2	1	2	2	1	2	2	2	2	1	2	1	0	0	0	1	1	2	1	1	1	1	2	2	1	1	3	1	1	1	1	3	2	1	2	2	2	2	2	1	3	2	0	1	1	0	2	1	1	1	1	2	1	1	131
OG0000072	4	2	1	1	0	0	1	1	1	2	1	1	3	0	0	0	1	1	0	0	1	0	1	1	1	0	3	0	0	0	0	1	0	2	2	2	1	2	2	2	0	2	1	2	1	2	2	1	2	2	1	1	2	1	1	2	2	2	1	2	2	2	3	2	2	1	2	2	2	1	2	1	2	0	2	3	1	2	2	1	2	1	1	2	1	2	2	2	2	2	1	0	2	1	1	2	0	130
OG0000073	1	1	1	1	2	2	1	2	1	2	1	2	1	0	0	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	2	1	0	2	1	1	1	1	1	1	1	2	1	2	1	2	2	1	2	2	2	2	1	1	1	2	2	2	2	1	2	1	1	1	2	1	1	1	1	2	1	1	1	2	2	1	1	124
OG0000074	1	2	2	2	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	120
OG0000075	2	2	1	1	2	1	1	2	2	1	1	2	1	0	0	1	1	1	2	1	2	1	2	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	1	2	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	1	2	120
OG0000076	2	0	2	0	1	1	2	1	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	2	3	1	1	2	2	2	2	2	1	1	1	2	2	1	1	0	2	1	1	2	2	1	2	2	2	3	2	2	2	1	2	0	2	0	3	2	1	3	1	0	2	3	2	0	1	1	0	2	1	2	2	2	1	2	2	2	2	1	2	2	2	0	0	1	0	120
OG0000077	2	2	1	1	2	2	1	1	2	2	2	0	2	0	0	0	1	2	0	2	1	1	1	2	0	0	2	2	1	2	2	1	1	1	2	1	0	1	0	0	1	1	2	2	0	1	2	1	2	2	2	1	1	1	1	1	1	1	2	1	0	2	1	1	2	1	1	1	2	2	1	0	2	1	2	1	2	2	1	1	2	1	1	2	1	1	1	2	1	2	1	2	1	0	1	1	1	119
OG0000078	2	2	1	2	2	1	1	1	0	2	1	1	0	0	0	2	1	1	0	1	1	1	2	1	0	0	2	1	0	1	0	0	2	2	2	1	1	0	1	2	1	3	2	0	1	2	2	1	1	2	2	1	2	2	1	1	1	1	1	1	0	2	1	2	1	2	2	2	2	2	2	1	1	2	0	2	1	2	2	1	2	2	1	1	2	1	1	0	1	1	1	1	1	1	1	2	1	119
OG0000079	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	2	2	3	2	3	4	4	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	118
OG0000080	1	1	0	2	2	1	1	2	1	2	0	2	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	2	2	1	1	1	1	1	2	2	2	1	1	2	2	2	1	2	2	1	1	2	1	0	0	0	1	1	1	2	1	2	1	2	2	1	2	2	2	2	1	1	1	2	1	2	2	1	2	1	1	1	2	0	1	1	0	2	1	1	1	2	2	2	1	117
OG0000081	1	1	1	2	1	1	1	1	1	2	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	1	2	2	1	1	2	2	1	0	2	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	1	2	1	1	1	1	2	2	2	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	117
OG0000082	3	0	0	3	3	3	0	1	0	3	1	4	2	0	0	0	1	1	0	0	0	1	0	1	0	2	2	0	1	1	1	2	3	2	2	0	1	1	1	1	2	1	1	1	0	2	2	2	0	3	2	0	0	2	0	0	0	0	0	1	1	1	0	2	0	2	0	0	2	1	2	2	0	3	1	3	3	3	2	0	3	0	0	2	3	0	0	2	0	2	0	0	0	2	2	2	3	115
OG0000083	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	2	3	3	4	2	3	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	114
OG0000084	2	2	0	2	1	1	0	2	2	2	0	0	1	0	0	2	0	0	1	0	2	0	2	0	1	0	2	2	2	2	2	1	0	2	2	1	2	2	2	2	0	2	1	1	2	0	1	1	1	1	2	0	2	1	2	1	1	1	2	2	1	1	0	2	1	2	1	2	1	1	1	1	2	0	1	2	0	2	2	0	1	0	1	1	1	1	2	2	1	1	1	1	2	1	1	2	1	114
OG0000085	2	1	1	2	1	0	2	1	1	1	1	1	2	0	0	1	2	1	2	1	2	4	1	2	2	1	1	2	1	1	1	2	1	1	0	2	1	2	1	1	0	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	0	2	1	1	2	0	1	0	1	0	2	1	0	2	0	1	1	0	2	2	1	1	2	2	1	1	1	2	1	2	1	1	2	1	1	1	1	1	2	0	0	114
OG0000086	1	1	0	2	2	0	2	1	1	2	1	1	2	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	2	2	2	1	1	1	2	1	1	1	2	2	2	1	2	2	1	1	2	2	1	1	2	1	0	0	0	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	2	2	1	2	2	2	2	1	1	2	2	0	1	1	0	2	1	1	1	1	2	1	1	114
OG0000087	1	1	0	2	2	0	2	1	1	2	1	1	2	0	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	2	2	2	1	1	1	2	1	1	1	2	2	2	1	2	2	1	1	2	2	1	1	2	1	0	0	0	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	2	2	1	2	2	2	2	1	1	2	2	0	1	1	0	2	1	1	1	1	2	1	1	113
OG0000088	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	4	3	2	1	2	4	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	112
OG0000089	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	3	2	2	3	3	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	111
OG0000090	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	3	1	2	2	2	3	2	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	111
OG0000091	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	2	3	2	1	1	3	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	111
OG0000092	1	1	2	1	3	1	1	1	2	2	0	1	1	0	0	1	0	0	1	0	1	1	1	0	1	0	1	2	0	0	0	2	2	1	1	1	1	1	1	2	2	1	2	2	1	0	1	2	1	1	2	2	1	0	1	1	0	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	2	2	2	1	2	1	1	2	1	2	1	1	1	1	1	2	1	1	1	2	2	1	2	111
OG0000093	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	2	2	3	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	110
OG0000094	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	1	2	2	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	110
OG0000095	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	1	2	2	3	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	110
OG0000096	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	3	2	2	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	109
OG0000097	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	2	3	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	109
OG0000098	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	109
OG0000099	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	109
OG0000100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	1	2	2	3	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	109
OG0000101	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	3	1	3	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108
OG0000102	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	3	2	2	2	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108
OG0000103	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108
OG0000104	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108
