	GCF_001060475.1_ASM106047v1_genomic	GCF_001060695.1_ASM106069v1_genomic	GCF_001061115.1_ASM106111v1_genomic	GCF_001061275.1_ASM106127v1_genomic	GCF_001061295.1_ASM106129v1_genomic	GCF_001062045.1_ASM106204v1_genomic	GCF_001063095.1_ASM106309v1_genomic	GCF_001064675.1_ASM106467v1_genomic	GCF_001076355.1_ASM107635v1_genomic	GCF_001905915.1_ASM190591v1_genomic	GCF_001905945.1_ASM190594v1_genomic	GCF_001905975.1_ASM190597v1_genomic	GCF_001905995.1_ASM190599v1_genomic	GCF_001906025.1_ASM190602v1_genomic	GCF_001906045.1_ASM190604v1_genomic	GCF_001906055.1_ASM190605v1_genomic	GCF_001906065.1_ASM190606v1_genomic	GCF_001906105.1_ASM190610v1_genomic	GCF_001906115.1_ASM190611v1_genomic	GCF_001906135.1_ASM190613v1_genomic	GCF_001906145.1_ASM190614v1_genomic	GCF_001906185.1_ASM190618v1_genomic	GCF_001906195.1_ASM190619v1_genomic	GCF_001906205.1_ASM190620v1_genomic	GCF_001906225.1_ASM190622v1_genomic	GCF_001906265.1_ASM190626v1_genomic	GCF_001906275.1_ASM190627v1_genomic	GCF_001906285.1_ASM190628v1_genomic	GCF_001906295.1_ASM190629v1_genomic	GCF_001906355.1_ASM190635v1_genomic	GCF_001906385.1_ASM190638v1_genomic	GCF_001906425.1_ASM190642v1_genomic	GCF_001906435.1_ASM190643v1_genomic	GCF_001906445.1_ASM190644v1_genomic	GCF_001933015.2_ASM193301v2_genomic	GCF_001933075.2_ASM193307v2_genomic	GCF_002205865.1_ASM220586v1_genomic	GCF_002241885.1_ASM224188v1_genomic	GCF_002247435.1_ASM224743v1_genomic	GCF_002247695.1_ASM224769v1_genomic	GCF_002247815.1_ASM224781v1_genomic	GCF_002247825.1_ASM224782v1_genomic	GCF_002247945.1_ASM224794v1_genomic	GCF_002248245.1_ASM224824v1_genomic	GCF_002248875.1_ASM224887v1_genomic	GCF_002249045.1_ASM224904v1_genomic	GCF_002249645.1_ASM224964v1_genomic	GCF_002290405.1_ASM229040v1_genomic	GCF_002290435.1_ASM229043v1_genomic	GCF_002290485.1_ASM229048v1_genomic	GCF_002317935.1_ASM231793v1_genomic	GCF_003336935.1_ASM333693v1_genomic	Total
OG0000104	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	3	2	2	2	2	2	2	2	1	75
OG0000105	1	1	1	1	1	1	1	1	1	0	2	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	1	1	2	1	1	1	1	0	1	0	1	1	2	1	1	1	2	75
OG0000106	1	1	2	2	2	1	2	2	2	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	3	2	1	1	1	1	1	2	1	2	2	1	2	1	2	2	2	2	2	2	1	75
OG0000107	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	75
OG0000108	0	0	1	1	1	0	1	1	1	1	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	75
OG0000109	0	0	0	0	0	0	1	1	0	3	2	3	2	1	3	2	1	2	2	2	2	2	2	0	0	1	2	2	2	1	0	3	4	1	1	2	1	1	2	3	1	1	3	3	4	2	1	1	1	0	0	1	75
OG0000110	1	1	1	1	1	1	2	1	1	1	2	1	2	2	2	2	2	1	2	1	2	2	2	1	2	1	2	2	2	2	2	1	2	2	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	74
OG0000111	1	1	1	2	2	1	1	2	0	0	2	0	2	1	2	1	1	2	2	4	2	2	2	2	2	1	2	2	1	1	2	2	2	1	1	2	0	1	1	1	2	0	1	3	0	4	0	0	1	2	1	2	74
OG0000112	0	0	3	3	3	0	3	1	3	1	1	1	1	1	1	2	2	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1	1	2	1	2	3	0	1	2	3	2	5	3	3	1	3	1	1	74
OG0000113	0	0	1	1	1	0	1	1	1	1	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	74
OG0000114	0	0	1	1	1	0	1	1	3	1	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	0	2	1	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	74
OG0000115	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	1	73
OG0000116	2	2	1	1	1	2	2	1	2	3	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	3	2	3	2	2	2	1	2	1	1	2	1	1	73
OG0000117	1	1	2	1	1	1	2	2	2	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	73
OG0000118	1	1	2	2	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	73
OG0000119	1	1	2	2	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	73
OG0000120	0	0	1	2	2	0	1	2	1	1	2	1	2	1	2	1	1	1	2	2	2	2	1	1	1	1	2	1	0	1	2	0	1	1	1	4	2	1	3	3	3	0	1	1	1	1	3	2	1	1	3	1	73
OG0000121	0	0	2	1	1	0	1	1	2	1	1	1	1	2	2	2	2	2	2	2	1	2	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	2	1	1	2	1	1	1	1	1	2	1	1	73
OG0000122	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	72
OG0000123	1	1	1	1	1	0	1	1	1	1	2	1	2	2	2	2	2	1	2	1	2	2	2	2	2	1	2	1	1	2	2	2	2	2	2	1	1	2	1	0	1	1	1	1	1	1	1	1	1	2	1	2	72
OG0000124	2	2	1	1	1	2	1	1	1	1	1	1	1	3	1	3	3	1	1	0	1	1	1	1	1	2	1	1	3	3	1	2	2	3	0	4	0	2	1	4	0	1	2	2	1	1	0	1	0	0	1	1	72
OG0000125	1	1	2	2	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	72
OG0000126	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	2	2	1	1	1	2	1	1	1	1	2	2	2	1	1	3	3	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	72
OG0000127	0	0	2	2	2	0	2	2	2	1	1	1	1	0	1	1	1	1	1	4	2	1	1	0	1	1	1	1	2	0	1	1	2	0	0	2	3	1	4	2	2	2	2	1	2	2	2	4	0	1	2	1	72
OG0000128	0	0	1	1	1	0	1	1	1	2	2	2	2	3	1	3	2	1	1	1	2	2	2	3	3	2	1	0	1	2	2	0	2	2	1	2	1	3	1	1	1	1	1	2	1	1	1	1	1	1	2	0	72
OG0000129	0	0	1	1	1	0	1	1	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	1	2	1	2	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	72
OG0000130	1	1	0	0	0	1	0	0	0	0	3	0	2	3	3	2	3	2	3	0	2	3	3	1	1	2	3	2	2	2	1	2	4	3	2	3	0	2	0	3	0	0	0	1	0	1	0	0	1	0	0	3	71
OG0000131	1	1	1	0	0	1	2	0	0	1	2	1	2	3	2	3	3	2	2	0	2	2	2	2	2	3	2	2	2	3	2	2	2	2	3	0	0	2	0	0	0	0	1	1	1	1	0	0	1	2	0	2	71
OG0000132	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	2	2	1	2	1	1	1	0	1	1	2	1	1	1	1	1	1	2	1	1	1	1	3	3	3	3	1	1	1	2	1	2	71
OG0000133	0	0	1	1	1	0	1	1	1	2	1	2	1	2	1	2	2	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	71
OG0000134	0	0	2	2	2	0	0	1	0	0	2	0	2	0	1	1	1	2	2	2	3	2	2	1	2	1	2	2	2	1	1	2	2	1	1	1	1	1	2	5	0	2	2	4	2	0	1	1	1	1	0	2	71
OG0000135	0	0	1	1	2	0	1	1	1	2	2	2	2	1	3	1	1	2	2	2	3	2	2	1	1	1	2	2	1	1	1	1	1	2	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	3	71
OG0000136	0	0	1	1	1	0	1	1	1	1	2	1	2	2	2	2	2	2	2	1	3	2	2	2	2	2	2	2	1	2	2	2	1	2	2	0	1	2	1	2	1	1	0	0	0	1	1	1	1	1	1	3	71
OG0000137	1	1	1	2	2	1	2	2	1	1	1	0	1	2	1	2	2	1	1	1	1	1	1	2	2	2	1	1	2	2	2	1	2	2	2	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	70
OG0000138	0	0	2	2	2	0	1	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	70
OG0000139	0	0	2	2	2	0	1	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	70
OG0000140	0	0	1	1	1	0	1	1	1	0	3	0	3	1	3	1	1	3	3	1	3	3	3	1	1	1	3	3	1	1	1	2	2	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	70
OG0000141	0	0	1	1	3	0	2	0	0	0	2	0	1	2	2	2	2	1	3	2	2	1	3	2	2	2	3	3	3	2	2	2	3	2	1	0	0	2	1	2	0	1	1	1	0	1	1	0	1	1	0	1	70
OG0000142	0	0	0	0	0	0	0	1	4	1	1	1	1	3	1	3	3	1	1	1	2	1	1	2	1	2	1	1	2	2	1	1	2	2	2	2	1	3	0	1	0	0	3	2	4	2	2	2	1	1	0	1	70
OG0000143	1	1	2	2	2	1	2	2	4	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	3	1	1	2	2	2	2	0	1	0	0	2	2	3	2	1	1	69
OG0000144	2	2	1	1	1	2	1	1	1	1	1	1	1	2	2	2	2	2	2	1	2	1	2	1	1	2	2	2	1	2	2	1	1	2	0	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	69
OG0000145	1	1	1	1	1	1	2	5	11	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	0	1	0	1	1	1	0	69
OG0000146	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	3	2	2	2	2	2	3	1	2	2	1	1	69
OG0000147	1	1	2	2	2	1	2	2	2	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	2	1	1	2	2	2	2	1	1	1	2	2	2	2	1	3	1	69
OG0000148	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	2	2	1	2	2	2	1	1	1	2	2	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	69
OG0000149	0	0	1	1	1	0	1	1	1	2	2	2	2	2	2	2	1	0	2	1	2	2	0	1	2	2	2	1	0	1	2	1	2	2	1	1	2	3	1	1	1	1	1	1	1	1	2	2	1	2	1	2	69
OG0000150	0	0	2	2	2	0	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	69
OG0000151	0	0	1	1	1	0	1	1	1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	1	2	1	2	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	69
OG0000152	2	2	1	1	1	2	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	2	2	2	1	2	2	2	2	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	68
OG0000153	1	1	1	0	0	1	0	0	1	1	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	1	1	1	0	0	0	0	1	1	1	1	0	2	68
OG0000154	1	1	2	2	2	1	2	2	2	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	2	1	1	2	2	2	2	1	1	1	2	2	2	2	1	2	1	68
OG0000155	0	0	2	2	2	0	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	68
OG0000156	1	1	1	1	1	1	1	1	1	3	1	3	2	1	2	1	1	2	2	2	2	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	67
OG0000157	1	1	2	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	1	1	1	1	2	2	2	2	1	1	67
OG0000158	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	2	2	1	2	2	2	1	1	1	2	2	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	67
OG0000159	1	1	2	2	2	1	1	2	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	3	2	2	1	1	1	1	1	1	2	1	2	1	1	67
OG0000160	1	1	2	2	2	1	2	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	1	1	1	2	2	1	2	1	1	67
OG0000161	0	0	2	2	2	0	2	2	2	3	1	3	1	0	1	0	0	1	1	3	1	1	1	0	1	0	1	0	0	1	0	2	1	0	0	1	2	1	4	2	2	1	2	1	2	2	2	3	2	2	2	1	67
OG0000162	0	0	2	2	1	0	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	67
OG0000163	0	0	1	1	1	0	2	0	1	1	3	0	3	2	2	3	4	3	3	0	2	2	2	1	1	3	1	1	1	3	1	1	2	1	3	1	0	2	0	0	3	0	0	2	0	0	1	1	1	0	0	1	67
OG0000164	0	0	0	1	1	0	1	1	0	1	1	1	1	2	2	2	1	0	1	1	1	1	1	1	1	2	1	1	2	2	1	3	4	2	2	3	1	2	0	2	0	1	1	2	3	3	1	2	1	0	1	2	67
OG0000165	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	1	2	2	1	2	2	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	66
OG0000166	3	3	1	1	1	3	1	1	1	2	1	2	1	1	1	1	1	0	1	2	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	3	1	1	1	1	1	1	66
OG0000167	1	1	2	1	1	1	1	1	3	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	1	1	1	1	2	2	2	2	1	66
OG0000168	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	1	1	2	2	2	1	1	2	2	2	1	2	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	66
OG0000169	0	0	1	1	1	0	1	0	1	2	1	2	1	2	2	2	2	1	1	1	2	1	1	2	2	2	1	1	1	2	2	1	1	2	2	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	66
OG0000170	0	0	0	0	0	0	0	1	3	1	1	1	1	3	1	3	3	1	1	1	2	1	1	2	1	2	1	1	2	2	1	1	2	2	2	2	1	3	0	2	0	0	2	2	2	2	1	1	1	1	0	2	66
OG0000171	1	1	2	0	0	1	0	0	2	1	2	1	2	2	2	2	2	1	2	1	2	2	1	1	1	2	2	0	2	2	1	3	2	1	1	4	0	1	1	2	0	0	0	1	1	2	0	1	1	0	1	2	65
OG0000172	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	2	2	2	1	1	2	2	2	1	2	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	65
OG0000173	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1	2	2	2	2	2	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	65
OG0000174	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	1	1	1	2	2	2	2	1	1	65
OG0000175	0	0	1	2	2	0	1	2	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	2	2	2	3	2	1	2	1	1	1	65
OG0000176	0	0	1	1	1	0	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	2	2	2	1	0	2	2	2	2	3	2	2	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	65
OG0000177	0	0	2	2	2	0	2	2	1	0	1	0	1	2	1	2	2	1	1	1	1	1	1	2	2	2	1	1	1	1	2	2	1	2	0	1	1	2	1	2	1	1	1	1	1	1	2	1	2	1	2	1	65
OG0000178	0	0	1	1	1	0	1	1	1	1	2	1	2	1	2	1	1	2	2	2	2	2	2	1	1	1	2	2	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	65
OG0000179	0	0	2	1	1	0	2	1	0	1	2	1	1	1	1	2	2	1	2	0	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	1	0	2	3	4	1	0	0	1	0	1	1	0	1	0	1	1	65
OG0000180	0	0	1	1	1	0	1	1	1	2	1	2	1	0	1	2	2	1	1	2	1	1	1	2	2	2	1	1	2	2	2	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	65
OG0000181	0	0	0	1	1	0	1	1	0	1	2	1	2	2	3	2	1	1	2	1	2	2	2	1	1	2	2	2	2	2	1	2	2	2	2	3	0	2	0	0	0	1	0	1	1	3	0	2	0	0	1	2	65
OG0000182	2	2	1	1	1	2	3	1	0	1	2	1	1	1	2	1	1	1	2	0	2	1	2	1	1	1	1	2	2	1	1	1	2	1	1	1	0	1	3	2	1	1	0	0	1	1	1	0	1	2	2	1	64
OG0000183	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	2	1	2	2	2	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	64
OG0000184	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	2	2	2	2	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	64
OG0000185	2	2	1	1	1	2	0	0	1	1	1	1	2	0	2	1	1	1	2	1	2	2	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	2	1	1	1	1	1	2	1	1	0	1	2	1	1	2	64
OG0000186	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	1	2	2	0	2	2	2	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	64
OG0000187	0	0	1	1	1	0	1	1	2	1	2	1	2	1	2	1	1	2	2	1	2	2	2	1	1	1	2	2	2	1	1	0	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	64
OG0000188	0	0	1	1	1	0	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	1	1	2	2	2	1	1	2	2	2	1	2	2	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	64
OG0000189	0	0	0	1	1	0	1	1	0	0	2	0	2	2	1	2	1	1	2	1	2	2	2	1	1	2	2	2	2	2	1	3	2	2	2	1	0	2	0	0	0	1	2	1	3	3	0	2	0	0	1	2	64
OG0000190	0	0	0	0	0	0	0	0	0	0	2	0	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	2	2	1	1	1	0	0	1	1	0	1	1	1	64
OG0000191	1	1	7	2	2	1	2	1	0	0	0	0	2	2	1	1	2	1	0	2	2	2	0	2	2	2	0	0	1	2	2	1	1	2	2	0	0	3	1	2	1	0	0	2	0	1	1	2	0	0	0	1	63
OG0000192	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	2	0	1	2	2	1	1	3	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	63
OG0000193	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	1	1	1	1	2	2	2	2	1	63
OG0000194	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	2	1	1	1	1	2	2	1	1	1	2	2	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	63
OG0000195	0	0	2	2	2	0	1	2	2	0	1	0	1	2	1	2	2	0	1	1	1	1	1	2	1	0	1	0	0	1	1	0	2	1	2	1	1	1	2	2	2	2	1	1	1	1	2	2	2	3	2	1	63
OG0000196	0	0	1	1	1	0	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	1	1	2	2	2	1	1	2	2	3	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	63
OG0000197	0	0	2	2	2	0	1	2	2	2	1	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	1	3	2	1	1	1	3	1	2	1	1	3	2	2	2	63
OG0000198	0	0	0	0	0	0	0	1	1	1	1	1	1	3	2	3	3	1	1	0	1	1	1	1	1	2	1	1	2	2	1	3	4	2	2	1	1	2	0	1	0	0	2	3	1	2	1	1	2	0	0	2	63
OG0000199	0	0	0	0	0	0	0	1	1	2	1	2	1	2	3	2	2	2	1	0	2	1	1	1	1	1	1	1	2	1	1	3	5	2	1	1	1	2	0	1	0	0	2	3	2	2	1	1	2	0	0	1	63
OG0000200	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	2	2	2	1	1	1	2	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	62
OG0000201	0	0	1	1	1	0	1	1	0	1	1	1	2	3	1	3	3	0	1	3	1	1	0	2	3	3	2	2	1	1	3	2	1	3	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	62
OG0000202	0	0	1	1	1	0	1	1	1	1	2	1	3	2	1	3	2	0	2	1	1	3	1	2	2	0	2	1	1	1	1	3	2	1	0	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	62
OG0000203	0	0	0	1	1	0	1	1	1	4	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	2	1	1	1	3	1	1	62
OG0000204	0	0	0	1	0	0	0	1	0	1	3	1	1	2	1	2	2	2	3	3	3	1	3	3	2	2	3	3	3	2	2	3	3	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	62
OG0000205	0	0	0	0	0	0	0	1	1	1	1	1	1	3	2	3	3	1	1	0	1	1	1	1	1	2	1	1	2	2	1	2	4	2	2	1	1	2	0	1	0	0	2	3	2	2	1	0	2	0	0	2	62
OG0000206	0	0	0	0	0	0	0	0	0	2	2	2	2	2	3	2	2	1	2	2	2	2	1	1	2	2	2	2	1	2	2	2	2	2	0	1	0	2	1	2	0	2	2	0	1	1	0	0	0	0	0	3	62
OG0000207	0	0	0	0	0	0	0	0	0	1	2	1	2	3	1	3	3	2	2	4	3	2	3	3	3	3	2	2	3	3	3	2	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62
OG0000208	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	2	1	1	1	1	2	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	61
OG0000209	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	2	2	2	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	61
OG0000210	1	1	2	2	2	1	2	2	2	1	0	1	0	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	2	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	0	61
OG0000211	1	1	1	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	1	1	1	1	1	1	61
OG0000212	1	1	1	1	1	1	1	1	1	0	2	0	2	1	2	1	1	2	2	1	2	2	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	61
OG0000213	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	2	2	1	1	2	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	61
OG0000214	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	61
OG0000215	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	2	2	2	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	61
OG0000216	0	0	2	2	2	0	1	2	0	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	2	2	2	2	1	1	2	2	2	2	0	2	2	1	61
OG0000217	0	0	1	1	1	0	1	1	2	1	1	1	1	2	1	2	2	1	1	3	1	1	1	1	2	2	1	0	2	2	1	1	3	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	61
