	GCF_000069185.1_ASM6918v1_genomic	GCF_000277775.2_ASM27777v2_genomic	GCF_000445035.1_ASM44503v1_genomic	GCF_000497265.2_ASM49726v2_genomic	GCF_000758225.1_ASM75822v1_genomic	GCF_000758385.1_ASM75838v1_genomic	GCF_000758405.1_ASM75840v1_genomic	GCF_000770125.1_ASM77012v1_genomic	GCF_000770175.1_ASM77017v1_genomic	GCF_000770215.1_ASM77021v1_genomic	GCF_001050395.1_ASM105039v1_genomic	GCF_001214805.1_7520_7_25_genomic	GCF_001214845.1_7396_8_80_genomic	GCF_001214885.1_7396_7_46_genomic	GCF_001214925.1_7520_7_41_genomic	GCF_001215465.1_7396_8_83_genomic	GCF_001216045.1_7396_8_89_genomic	GCF_001216725.1_7396_8_70_genomic	GCF_001217365.1_7396_8_50_genomic	GCF_001430775.1_ASM143077v1_genomic	GCF_001606195.1_ASM160619v1_genomic	GCF_001606215.1_ASM160621v1_genomic	GCF_001606235.1_ASM160623v1_genomic	GCF_001606255.1_ASM160625v1_genomic	GCF_001606275.1_ASM160627v1_genomic	GCF_001606295.1_ASM160629v1_genomic	GCF_001606315.1_ASM160631v1_genomic	GCF_001606335.1_ASM160633v1_genomic	GCF_001610615.1_ASM161061v1_genomic	GCF_001610635.1_ASM161063v1_genomic	GCF_001610655.1_ASM161065v1_genomic	GCF_001610675.1_ASM161067v1_genomic	GCF_001677095.1_ASM167709v1_genomic	GCF_001677155.1_ASM167715v1_genomic	GCF_001677175.1_ASM167717v1_genomic	GCF_001677195.1_ASM167719v1_genomic	GCF_001677215.1_ASM167721v1_genomic	GCF_002140035.1_ASM214003v1_genomic	GCF_002142755.1_ASM214275v1_genomic	GCF_002142765.1_ASM214276v1_genomic	GCF_002142775.1_ASM214277v1_genomic	GCF_002799945.1_ASM279994v1_genomic	GCF_002801825.1_ASM280182v1_genomic	GCF_002802045.1_ASM280204v1_genomic	GCF_002802225.1_ASM280222v1_genomic	GCF_002802685.1_ASM280268v1_genomic	GCF_003071845.1_ASM307184v1_genomic	GCF_003071935.1_ASM307193v1_genomic	GCF_003072285.1_ASM307228v1_genomic	GCF_003076795.1_ASM307679v1_genomic	GCF_003076855.1_ASM307685v1_genomic	GCF_003076875.1_ASM307687v1_genomic	GCF_900130695.1_11861_7_39_genomic	GCF_900130965.1_11861_7_10_genomic	GCF_900131045.1_11861_8_23_genomic	GCF_900131075.1_10665_3_53_genomic	GCF_900131505.1_11893_6_24_genomic	GCF_900131795.1_11861_7_20_genomic	GCF_900132375.1_10665_4_69_genomic	GCF_900132635.1_12163_2_77_genomic	GCF_900132755.1_10250_1_24_genomic	GCF_900132895.1_11861_7_63_genomic	GCF_900132925.1_11861_7_62_genomic	GCF_900133035.1_11893_6_63_genomic	GCF_900133355.1_10250_1_41_genomic	GCF_900133375.1_10250_1_40_genomic	GCF_900133595.1_11893_6_48_genomic	GCF_900133645.1_12163_1_14_genomic	GCF_900133685.1_12163_1_15_genomic	GCF_900133875.1_12163_2_61_genomic	GCF_900134095.1_10625_4_35_genomic	GCF_900134405.1_12163_1_29_genomic	GCF_900135085.1_10250_1_84_genomic	GCF_900135385.1_10625_4_55_genomic	GCF_900135615.1_10625_5_18_genomic	GCF_900135695.1_11861_7_56_genomic	GCF_900135835.1_11893_6_22_genomic	GCF_900135945.1_12082_5_61_genomic	GCF_900135995.1_12163_1_54_genomic	GCF_900136195.1_12163_1_75_genomic	GCF_900136215.1_12163_1_76_genomic	GCF_900136555.1_10208_3_78_genomic	GCF_900136575.1_10208_3_80_genomic	GCF_900136585.1_10208_3_82_genomic	GCF_900136815.1_10625_5_37_genomic	GCF_900136965.1_11861_7_51_genomic	GCF_900137105.1_11893_6_36_genomic	GCF_900137205.1_12082_5_66_genomic	GCF_900137295.1_12163_1_92_genomic	GCF_900137305.1_12163_1_96_genomic	GCF_900137425.1_12163_2_20_genomic	GCF_900137875.1_12163_2_80_genomic	GCF_900138025.1_11893_6_2_genomic	GCF_900138155.1_12082_5_84_genomic	GCF_900138925.1_10208_3_62_genomic	GCF_900138975.1_10208_3_65_genomic	GCF_900140075.1_10665_2_62_genomic	GCF_900141015.1_10702_1_67_genomic	GCF_900141045.1_10702_1_66_genomic	GCF_900141185.1_10702_1_81_genomic	Total
OG0000046	1	2	2	1	3	1	1	1	2	2	1	1	1	1	1	0	1	2	1	1	1	2	1	2	2	1	1	1	2	2	1	1	0	1	2	1	1	2	2	2	1	1	1	1	1	0	1	1	1	2	2	2	1	1	1	2	1	1	1	0	1	2	2	1	2	1	1	0	1	3	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	0	1	1	1	2	4	1	126
OG0000047	2	0	20	0	0	2	2	2	0	0	4	0	0	0	2	0	0	0	0	0	0	0	2	0	0	2	0	1	0	3	0	1	2	0	23	0	1	3	0	3	0	0	0	2	2	0	2	2	1	0	0	0	3	1	0	1	0	0	0	0	1	0	0	0	0	1	0	2	2	0	1	1	2	1	2	0	0	1	0	0	1	1	3	3	0	3	0	2	0	2	2	0	0	0	1	2	0	1	0	2	126
OG0000048	1	1	1	1	2	1	1	1	1	1	1	2	2	2	1	1	2	2	2	1	1	2	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	0	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	2	1	1	125
OG0000049	2	0	1	1	0	2	2	2	0	0	3	0	0	0	2	2	0	0	0	2	1	0	2	0	0	2	2	2	0	1	2	2	3	2	1	2	2	1	1	1	2	0	0	2	2	3	2	2	3	0	0	0	2	2	2	1	1	1	0	0	2	0	0	2	1	2	0	2	2	0	2	0	2	2	2	0	0	2	2	0	2	2	2	2	2	2	1	2	0	2	2	0	2	2	2	2	2	0	1	1	125
OG0000050	2	1	1	2	1	2	2	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	1	1	1	1	1	2	0	2	1	1	0	1	2	1	0	2	2	1	2	2	1	0	0	1	2	2	0	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	2	2	1	1	2	1	1	1	1	0	2	1	1	1	2	1	2	2	1	1	1	1	2	1	1	1	1	125
OG0000051	2	1	0	1	1	2	2	2	1	1	1	2	2	2	0	0	2	2	1	2	0	2	0	2	2	2	2	2	2	0	1	1	0	2	0	2	1	1	0	1	2	2	2	2	1	0	1	2	1	1	2	2	2	2	0	1	1	0	2	0	0	1	1	2	1	0	0	2	2	0	2	1	2	2	3	0	0	2	2	2	1	0	0	2	2	0	1	1	1	2	2	1	0	1	0	2	2	1	0	1	121
OG0000052	1	1	1	1	1	1	1	1	1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	2	1	1	1	1	4	1	1	1	1	1	1	1	1	1	3	2	1	1	3	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	121
OG0000053	1	1	1	2	0	1	1	1	1	1	1	3	3	3	2	1	3	3	1	1	0	3	1	3	3	1	1	0	3	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	0	0	0	1	2	1	1	1	1	1	0	0	1	0	3	0	2	1	1	1	0	2	0	0	1	0	1	1	1	1	1	0	1	1	1	2	0	2	3	1	0	2	1	1	2	1	1	1	1	1	2	1	1	1	3	1	120
OG0000054	2	1	4	1	0	2	2	2	1	1	2	2	2	2	0	1	2	2	1	3	0	2	0	2	2	2	2	2	2	0	1	0	0	2	0	2	0	3	0	1	2	3	1	2	2	0	2	2	0	1	2	1	2	2	1	1	0	0	2	0	0	2	2	0	0	0	0	1	2	0	0	1	2	2	2	0	0	2	0	1	2	0	0	2	1	0	0	2	1	2	2	2	0	2	0	2	0	0	0	1	118
OG0000055	2	1	2	1	1	2	2	2	1	1	3	1	1	1	3	0	1	1	1	2	0	1	0	1	1	2	2	2	1	0	1	0	0	2	0	2	0	0	0	0	2	2	1	2	0	2	0	2	1	1	2	1	2	0	0	0	0	0	1	1	2	2	2	3	0	2	1	0	2	1	2	1	2	2	2	1	1	2	0	1	2	2	1	2	1	1	0	2	1	2	2	2	0	1	2	2	0	1	1	0	118
OG0000056	2	0	0	2	0	3	2	2	0	0	2	0	0	0	2	2	0	0	0	2	0	0	0	0	0	2	2	2	0	1	1	2	0	2	1	2	2	1	1	1	2	0	0	2	3	1	3	2	1	0	0	0	2	2	0	1	0	1	0	1	2	0	0	2	1	2	1	2	2	1	2	0	2	2	2	0	1	2	2	0	2	2	2	2	3	0	0	2	0	2	2	0	2	1	2	2	2	0	2	2	116
OG0000057	0	1	4	0	2	0	0	0	1	1	1	2	2	2	2	0	2	2	1	1	0	3	0	1	2	0	1	0	2	0	0	4	3	1	0	0	4	0	0	0	0	1	1	1	0	1	0	0	0	1	1	1	0	1	0	0	2	1	1	1	2	1	1	3	0	2	1	1	2	1	4	1	1	0	1	0	1	0	4	1	0	3	2	1	1	2	2	1	1	1	1	1	1	2	3	2	1	1	2	3	116
OG0000058	2	1	3	1	0	2	2	2	1	1	3	2	2	2	1	0	2	2	1	2	0	2	0	2	2	2	2	2	2	0	0	0	0	2	0	2	0	2	0	0	2	2	1	2	1	0	1	2	0	1	1	1	2	2	0	1	0	0	2	0	1	1	1	1	1	1	0	1	2	0	1	1	2	2	2	0	0	2	0	1	2	1	1	2	1	1	0	2	1	2	2	1	0	1	1	2	0	0	0	1	114
OG0000059	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	114
OG0000060	2	1	3	0	0	2	2	2	1	1	1	1	1	1	1	0	1	1	1	2	0	1	0	1	1	2	2	2	1	0	1	0	0	2	0	2	0	0	0	0	2	1	1	2	1	1	1	2	1	2	1	1	2	2	2	1	1	0	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	1	1	2	1	1	1	1	1	2	1	0	1	2	1	2	2	1	1	1	1	2	1	1	0	0	113
OG0000061	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	0	2	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	2	2	2	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	1	1	2	1	1	2	113
OG0000062	2	1	3	1	0	2	2	2	1	1	2	2	2	2	0	0	2	2	1	3	0	2	0	2	2	2	2	2	2	0	0	0	0	2	0	2	0	3	0	1	2	2	1	2	1	0	1	2	0	1	1	1	2	2	0	1	1	0	2	0	0	1	1	1	1	0	0	1	2	0	1	1	2	2	2	0	0	2	0	1	2	0	0	2	0	1	1	2	1	2	2	1	0	1	0	2	0	0	0	1	111
OG0000063	2	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	0	0	1	0	1	1	1	0	1	1	0	1	2	0	1	1	2	2	2	1	0	1	1	0	1	1	1	2	1	1	0	2	0	2	2	0	1	0	1	2	1	1	1	1	110
OG0000064	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	0	2	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	109
OG0000065	1	1	0	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	0	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	109
OG0000066	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	108
OG0000067	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	108
OG0000068	1	1	1	0	0	1	1	1	1	1	0	2	2	2	1	0	2	2	1	1	0	2	1	1	2	1	1	1	2	1	0	0	1	1	1	0	0	1	1	1	0	2	2	1	1	0	1	1	0	2	2	2	1	2	1	1	1	0	2	1	1	1	2	1	1	1	0	1	2	1	1	1	1	2	1	1	0	2	1	2	2	1	2	1	0	1	1	1	2	1	1	1	0	1	1	2	1	2	0	1	107
OG0000069	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	107
OG0000070	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	107
OG0000071	1	1	3	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	106
OG0000072	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	0	1	2	1	1	1	1	0	1	1	0	3	3	1	1	1	3	1	1	1	1	1	1	1	0	0	0	1	2	1	1	1	1	1	0	2	1	1	1	2	1	1	1	1	1	1	2	0	1	2	2	1	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	2	2	106
OG0000073	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	106
OG0000074	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	106
OG0000075	1	2	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	105
OG0000076	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	105
OG0000077	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	105
OG0000078	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	105
OG0000079	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	105
OG0000080	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	105
OG0000081	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	104
OG0000082	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	104
OG0000083	2	1	3	1	0	2	2	2	1	1	2	2	2	2	0	0	2	2	1	2	0	2	0	2	2	2	2	3	2	0	0	0	0	2	0	2	0	3	0	1	2	2	1	2	1	0	1	2	0	1	1	1	2	2	0	0	0	0	2	0	0	1	1	0	0	0	0	1	2	0	0	1	2	2	2	0	0	2	0	1	1	0	0	2	0	1	0	2	1	2	2	1	0	1	0	2	0	0	0	1	104
OG0000084	2	1	0	0	1	2	2	2	1	1	0	1	1	1	0	0	1	1	0	3	0	3	0	1	1	2	3	2	2	0	0	3	0	3	0	3	3	0	0	0	3	1	1	2	0	0	0	4	0	0	1	1	2	2	0	0	0	1	1	0	0	0	0	1	0	0	0	1	2	0	2	2	2	2	2	0	0	2	1	1	1	0	0	3	2	0	0	4	1	2	2	0	0	0	0	2	0	1	1	2	104
OG0000085	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	104
OG0000086	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	104
OG0000087	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	104
OG0000088	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	104
OG0000089	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	104
OG0000090	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	103
OG0000091	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	103
OG0000092	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	103
OG0000093	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	103
OG0000094	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	103
OG0000095	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	103
OG0000096	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	103
OG0000097	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	103
OG0000098	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	103
OG0000099	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	103
OG0000100	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	103
OG0000101	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	103
